source,target,type,weight
practica,ancb_benin,upstream,1
protos,snv,upstream,1
psi,msi,upstream,1
pwc,acu,upstream,4
pwc,britishcouncil,upstream,1
pwc,dcapitalpartners,upstream,1
pwc,inasp,upstream,1
pwc,kingscollegelondon,upstream,1
pwc,mml,upstream,2
pwc,open_university,upstream,1
pwc,pasgr,upstream,1
pwc,sddirect,upstream,1
restless,ycare,upstream,1
rikolto_belgium,rikolto,upstream,12
rutgers,arcfge,upstream,1
rutgers,cfyas,upstream,3
rutgers,ippf,upstream,2
rutgers,my-ssm,upstream,1
rutgers,norsaac,upstream,1
rutgers,rnw_org,upstream,1
rutgers,rutgers,upstream,1
rutgers,simavi,upstream,2
rutgers,stichting_hivos,upstream,1
rvo,akvo,upstream,1
rvo,cabi,upstream,1
rvo,cordaid,upstream,1
rvo,idlo,upstream,1
saferworld,cr,upstream,1
sci,concernuk,upstream,3
scnl,carenederland,upstream,2
scnl,cordaid,upstream,5
scnl,dai,upstream,3
scnl,icco-cooperation,upstream,11
scnl,onl,upstream,20
scnl,plannlno,upstream,8
scnl,populationcouncil,upstream,1
scnl,simavi,upstream,1
scnl,st_vluchteling,upstream,4
scnl,tdh_nl,upstream,2
scnl,tear,upstream,72
scnl,warchildholland,upstream,6
scnl,wcc,upstream,1
scnl,wvnld,upstream,2
scnl,zoa,upstream,8
scuk,concernuk,upstream,3
scuk,irc_inc,upstream,2
scuk,irc_uk,upstream,6
scuk,sci,upstream,402
sdc_ch,cabi,upstream,1
sdc_ch,unhcr,upstream,2
sdi-int,pphpz,upstream,1
sdi-int,sdi-k,upstream,1
sida,idlo,upstream,4
sida,unhcr,upstream,8
siharegional,ewla,upstream,1
siharegional,fidauganda,upstream,1
siharegional,musawah,upstream,1
siharegional,nagaad,upstream,1
siharegional,siha-southsudan,upstream,1
simavi,amrefnl,upstream,3
simavi,ancb_benin,upstream,5
simavi,plannlno,upstream,1
simavi,practica,upstream,3
simavi,rainfoundation,upstream,1
simavi,ruaf,upstream,4
simavi,simavi,upstream,6
simavi,stichting_hivos,upstream,1
simavi,wai,upstream,1
simavi,waste,upstream,1
simavi,wi,upstream,2
snv,cidr,upstream,1
snv,hsi,upstream,1
snv,protos,upstream,1
snv,vngi,upstream,1
solidaridad,bwi,upstream,2
solidaridad,fairfood,upstream,6
solidaridad,trustafrica,upstream,17
sosnl,cordaid,upstream,4
sosnl,icco-cooperation,upstream,1
sosnl,onl,upstream,3
sosnl,plannlno,upstream,1
sosnl,scnl,upstream,2
sosnl,st_vluchteling,upstream,1
sosnl,tdh_nl,upstream,1
sosnl,tear,upstream,18
sosnl,zoa,upstream,1
ss-org,addinternational,upstream,5
ss-org,hiuk,upstream,1
ss-org,lcd_admin,upstream,1
ss-org,lftw-int,upstream,2
ss-org,sddirect,upstream,1
st_vluchteling,carenederland,upstream,1
st_vluchteling,irc_inc,upstream,2
st_vluchteling,plannlno,upstream,1
st_vluchteling,tdh_nl,upstream,1
state,idlo,upstream,1
state,iom,upstream,90
stichting-subsidiegelden-dra,carenederland,upstream,7
stichting-subsidiegelden-dra,cordaid,upstream,6
stichting-subsidiegelden-dra,dai,upstream,2
stichting-subsidiegelden-dra,onl,upstream,65
stichting-subsidiegelden-dra,plannlno,upstream,1
stichting-subsidiegelden-dra,scnl,upstream,8
stichting-subsidiegelden-dra,sosnl,upstream,4
stichting-subsidiegelden-dra,st_vluchteling,upstream,5
stichting-subsidiegelden-dra,tdh_nl,upstream,4
stichting-subsidiegelden-dra,tear,upstream,4
stichting-subsidiegelden-dra,warchildholland,upstream,4
stichting-subsidiegelden-dra,wvnld,upstream,2
stichting-subsidiegelden-dra,zoa,upstream,1
stichting_hivos,fcam,upstream,1
stichting_hivos,femnet,upstream,1
stichting_hivos,marsa_welead,upstream,1
stichting_hivos,pv,upstream,2
stichting_hivos,restless,upstream,1
stichting_hivos,sdi-int,upstream,1
tccec,mce,upstream,1
tdh_nl,dciecpatnl,upstream,2
tdh_nl,freeagirl,upstream,4
tdh_nl,icco-cooperation,upstream,3
tdh_nl,plannlno,upstream,3
tear,carenederland,upstream,1
tear,onl,upstream,2
tear,scnl,upstream,3
tear,zoa,upstream,1
tfac,tfacmalawi,upstream,1
tffus,aain,upstream,1
theglobalfund,iom,upstream,1
theglobalfund,undp,upstream,2
thp_org,max-foundation,upstream,1
thp_org,scnl,upstream,1
thp_org,wvnld,upstream,1
traidcraft,fci,upstream,1
uct,_cebrap,upstream,1
uct,sparc_iati,upstream,1
uct,tgi_india,upstream,1
undp,idlo,upstream,3
unf,iif,upstream,1
unicef,trocaire,upstream,1
unido,ilo,upstream,1
unocha-cbpf,cordaid,upstream,2
unocha-cbpf,iom,upstream,12
unocha-cbpf,unhcr,upstream,60
unocha-cbpf,warchildholland,upstream,1
unops,iom,upstream,1
unpf,ilo,upstream,210
unpf,iom,upstream,3
unpf,undp,upstream,10
unpf,unhcr,upstream,2
uoe,bpcrs,upstream,1
uoe,icddrb,upstream,1
uoe,ipcrg,upstream,1
uom,iied,upstream,3
usaid,idlo,upstream,3
usaid,ilo,upstream,8
usaid,iom,upstream,203
usaid,itc,upstream,2
usaid,odi,upstream,1
usaid,saferworld,upstream,1
viva,bucksfarm,upstream,1
viva,crane,upstream,1
vngi,carenederland,upstream,1
vngi,free_press_unlimited,upstream,1
vso,aasaman,upstream,1
vso,alfalit,upstream,1
vso,anda,upstream,1
vso,gan,upstream,1
vso,hiuk,upstream,1
warchildholland,carenederland,upstream,1
warchildholland,knvb,upstream,1
warchildholland,onl,upstream,11
warchildholland,rtp,upstream,1
warchildholland,scnl,upstream,2
warchildholland,unicefnl,upstream,1
warchildholland,wcc,upstream,1
warchildholland,wclac,upstream,1
warchildholland,wcuk,upstream,4
waste,amrefnl,upstream,2
wemos,amwa,upstream,1
wemos,fawe-rs,upstream,1
wemos,slf,upstream,1
wemos,vso_nl,upstream,1
wnf,amwa,upstream,1
wnf,fundacionavina,upstream,1
wnf,pphpz,upstream,2
wnf,sdi-int,upstream,1
wnf,sdi-k,upstream,2
wnf,ssn,upstream,1
wnf,stichting_hivos,upstream,1
wnf,wwf-py,upstream,1
wnf,wwf_bolivia,upstream,1
wnf,wwf_id,upstream,1
wnf,wwfbr,upstream,1
wnf,wwfna,upstream,1
wnf,wwfzambia,upstream,1
womankindworld,ewdna2025,upstream,1
womankindworld,fida,upstream,1
womankindworld,fowode,upstream,1
womankindworld,nuwodu,upstream,1
womankindworld,swda,upstream,1
womankindworld,wctc,upstream,1
world_ywca,e_n,upstream,1
world_ywca,kit,upstream,1
wri,odi,upstream,1
wri,sdsna,upstream,2
wvnld,carenederland,upstream,5
wvnld,cordaid,upstream,1
wvnld,dai,upstream,1
wvnld,icco-cooperation,upstream,2
wvnld,onl,upstream,3
wvnld,scnl,upstream,1
wvnld,st_vluchteling,upstream,4
wvnld,tear,upstream,24
wvnld,warchildholland,upstream,2
wvnld,zoa,upstream,1
wvuk,open_university,upstream,1
wygi,lts,upstream,1
zoa,agriterra,upstream,1
zoa,carenederland,upstream,2
zoa,cordaid,upstream,7
zoa,dai,upstream,6
zoa,et-adf-0317,upstream,5
zoa,icco-cooperation,upstream,2
zoa,leprazending-tlm-nl,upstream,1
zoa,onl,upstream,12
zoa,scnl,upstream,4
zoa,sosnl,upstream,2
zoa,sosss_admin,upstream,1
zoa,st_vluchteling,upstream,2
zoa,syf,upstream,1
zoa,tdh_nl,upstream,6
zoa,tear,upstream,6
zoa,tha,upstream,1
zoa,vngi,upstream,7
zoa,wageningen_ur,upstream,1
zoa,warchildholland,upstream,5
zoa,worldrelief,upstream,1
zoa,wvnld,upstream,3
